id,title,description,term,department,instructors,seats
NFSC103,Nutrition and Sports Performance,"Nutrition and Sports Performance would give students a brief overview of positive health-related outcomes of a physically active lifestyle. Students would design a fitness regimen and be able to describe when and how glycogen, blood glucose, fat, and protein are used to meet energy needs during different types of physical activity. They would be able to differentiate between anaerobic and aerobic use of glucose, and identify advantages and disadvantages of each. This course would outline how to estimate and athlete's calorie need and discuss the general principles for meeting overall nutrient requirements in the training diet. The problems associated with rapid weight loss by dehydration and the importance of water and/or sports drinks during exercise would be examined. An understanding of the importance of staying well-nourished with carbohydrate, protein, and various vitamins and minerals before, during, and after training would be discussed.",202005,Nutrition and Food Science,Monica Whent,30
NFSC678A,Selected Topics in Nutrition,,202005,Nutrition and Food Science,Seong-Ho Lee; Instructor: TBA,10
NFSC699,Problems in Nutrition and Food Science,,202005,Nutrition and Food Science,,0
NFSC898,Pre-Candidacy Research,,202005,Nutrition and Food Science,Shaik Rahaman; Liangli Yu; Rohan Tikekar; Robert Buchanan; Instructor: TBA; Qin Wang,70
BIOE399,Independent Study in Bioengineering,,202005,Bioengineering,,0
BIOE442,Python: Introduction to Programming and Data Analysis,"Prerequisite: BIOE241, BIOE120, BIOE121, and MATH241; or permission of ENGR-Fischell Department of Bioengineering department.
Restriction: Permission of ENGR-Fischell Department of Bioengineering department.
Credit only granted for: BIOE489A or BIOE442.
Formerly: BIOE489A.",202005,Bioengineering,Eric Bubar,20
BIOE160,Biopharmaceutical Production,Restriction: Permission of ENGR-Fischell Department of Bioengineering department; and must be in the Young Scholars Program.,202005,Bioengineering,Kevin Knapstein; Ben Woodard,30
BIOE658L,Special Topics in Bioengineering (M.Eng.); Applications in Biopharmaceutical Engineering,"Reviews platforms and processes involved in biopharmaceutical develop- ment. Various current and projected technologies relating to the deve- lopment and production of biopharmaceuticals will be explored. Topics include Upstream/Downstream procedures and processing, cell types and platforms, bioreactors, recombinant protein and gene therapy develop- ment, and personalized medicine.

Restriction: For Master of Engineering students only or with permission of department.",202005,Bioengineering,Christopher Byrd,15
BIOE331,Biofluids,"Prerequisite: MATH246, BIOE120, BIOE121, BIOE241, and BIOE371; and must have completed or be concurrently enrolled in BIOE232.
Restriction: Permission of ENGR-Fischell Department of Bioengineering department.
Credit only granted for: BIOE331, ENCE305, or ENME331.",202005,Bioengineering,Jose Aranda-Espinoza,30
BIOE799,Master's Thesis Research,,202005,Bioengineering,,0
BIOE371,Linear Systems and Ordinary Differential Equations for Bioengineering Applications,"Prerequisite: BIOE241; and must have completed or be concurrently enrolled in MATH246.
Restriction: Permission on ENGR-Fischell Department of Bioengineering department.",202005,Bioengineering,Lan Ma,33
BIOE399H,Independent Study in Bioengineering,,202005,Bioengineering,,0
BIOE221,Academic and Career Planning,"Prerequisite: BIOE120 and BIOE121.
Restriction: Permission of ENGR-Fischell Department of Bioengineering department.",202005,Bioengineering,Abby Shantzis; Bill Churma,30
BIOE431,"Fundamentals of Biosensor Techniques, Instrumentation, and Applications","Prerequisite: CHEM135, PHYS260, PHYS261, BSCI330, BIOE120, BIOE121, BIOE241, and MATH246; or permission of ENGR-Fischell Department of Bioengineering department.
Restriction: Permission of ENGR-Fischell Department of Bioengineering department.",202005,Bioengineering,Ian White,28
BIOE658W,"Special Topics in Bioengineering (M.Eng.); Biosensor Techniques, Instrumentation, and Applications",,202005,Bioengineering,Ian White,5
BIOE899,Doctoral Dissertation Research,,202005,Bioengineering,,0
BIOE460,Biotechnology and Bioproduction,"Restriction: Junior standing or higher.
Credit only granted for: BIOE460, BIOE468B, or ENES489Q.
Formerly: BIOE468B.",202005,Bioengineering,Kevin Knapstein; Ben Woodard,20
BIOE898,Pre-Candidacy Research,,202005,Bioengineering,,0
MUSC899,Doctoral Dissertation Research,,202005,School of Music,,0
MUSC499,Independent Studies,,202005,School of Music,,0
MUSC898,Pre-Candidacy Research,,202005,School of Music,,0
MUSC699,Selected Topics in Music,,202005,School of Music,,0
MUSC220,Selected Musical Cultures of the World,"Credit only granted for: MUET220 or MUSC220.
Formerly: MUET220.",202005,School of Music,William Scally,40
MUSC448,Selected Topics in Music,,202005,School of Music,,0
MUSC389,Music Internship Analysis; Music Internship Analysis,,202005,School of Music,,0
MUSC799,Master's Thesis Research,,202005,School of Music,,0
MUSC388,Music Internship,,202005,School of Music,,0
MUSC205,"History of Popular Music, 1950-Present","A historical survey of rock music (blues, rock, soul, metal, rap, etc.) from circa 1950 to the present, with emphasis on popular music as music and popular music as social history.",202005,School of Music,Meghan Creek,40
MUSC140,Music Fundamentals I,Restriction: Must not be in any of the following programs (Music (Professional Program); Music Education).,202005,School of Music,Quinn Dizon,40
PLCY688I,Topics in Public Policy; Macroeconomics for Public Policy,Restricted to PLCY major or permission of instructor.,202005,Public Policy,Anthony Sanford,20
PLCY300,Governance: Collective Action in the Public Interest,"Prerequisite: PLCY100.
Restriction: Must be in a major in PLCY-School of Public Policy.",202005,Public Policy,Eric Luedtke,25
PLCY699G,Selected Topics Public Policy; Leadership in Groups and Organizations,,202005,Public Policy,Kenneth Apfel,10
PLCY386,Experiential Learning,"Prerequisite: Permission of PLCY-School of Public Policy.
Credit only granted for: PLCY386 or PUAF386.
Formerly: PUAF386.",202005,Public Policy,Nina Harris,10
PLCY309,Internship in Political Institutions: State and Local,,202005,Public Policy,Jennifer Littlefield,20
PLCY201,Public Leaders and Active Citizens,"Credit only granted for: PLCY201 or PUAF201.
Formerly: PUAF201.",202005,Public Policy,Nancy Lineman,25
PLCY898,Pre-Candidacy Research,,202005,Public Policy,Anand Patwardhan; Angela Bies; Carol Graham; Alok Bhargava,26
PLCY688G,"Topics in Public Policy; Governance: Leadership, Management & Accountability",Restricted to PLCY major or permission of instructor.,202005,Public Policy,Elizabeth Duke,20
PLCY752,Managing Differences:Resolving Conflict and Negotiating Agreements,"Restriction: Must be in a major in PLCY-School of Public Policy; or permission of PLCY-School of Public Policy.
Credit only granted for: PLCY752 or PUAF752.
Formerly: PUAF752.",202005,Public Policy,Daniella Fridl,20
PLCY641,Macroeconomics and Policy Analysis,"Restriction: Must be in a major in PLCY-School of Public Policy; or permission of PLCY-School of Public Policy.
Credit only granted for: PLCY641 or PUAF641.
Formerly: PUAF641.",202005,Public Policy,Anthony Sanford,20
PLCY899,Doctoral Dissertation Research,,202005,Public Policy,Anand Patwardhan; Nathan Hultman; Toby Egan; Peter Reuter; Phillip Swagel,46
ENTS699B,Independent Study in Telecommunications; Embedded Signal Processing,Students work on an Embedded Signal Processing research project under the supervision of the instructor.,202005,Telecommunications,Shuvra Bhattacharyya,5
ENTS669G,Special Topics in Computing; Data Mining and Numerical Python,Prerequisite: Permission of ENST Program Only.,202005,Telecommunications,Michael Dellomo,24
ENTS699,Independent Study in Telecommunications,Click here for more course information.,202005,Telecommunications,Michael Dellomo; Mohammad Nayeem Teli,6
ENTS699R,Independent Study in Telecommunications; Analytical Foundations of Telecommunications,Click here for more course information.,202005,Telecommunications,Alejandra Mercado,10
BIOL799,Master's Thesis Research,,202005,Biology,,0
BIOL609,Special Problems in Biology,,202005,Biology,,0
BIOL899,Doctoral Dissertation Research,,202005,Biology,Ricardo Araneda; Instructor: TBA; Carlos Machado,50
BIOL898,Pre-Candidacy Research,,202005,Biology,,0
KNES689,Special Problems in Kinesiology,,202005,Kinesiology,,0
KNES134O,Physical Education Activities: Coed; Bowling (Intermediate),Attendance is required the first day of class. Students must pay a $40 facility fee plus bowling shoes are required.,202005,Kinesiology,Timothy Henkel,30
KNES778,Internship in Physical Activity and Public Health,,202005,Kinesiology,Shannon Jette,5
KNES200,Introduction to Kinesiology,"Restriction: Must be in Kinesiology program; and freshman standing. Or must not be in Kinesiology program; and must have less than 60 credits.
Credit only granted for: KNES200 or KNES289M.",202005,Kinesiology,Jo Zimmerman,31
KNES157N,Physical Education Activities: Coed; Weight Training (Beginning),Attendance is required beginning the first day of class. Students must pay $40 instructional materials fee.,202005,Kinesiology,Instructor: TBA,30
KNES201,Kinesiological Principles of Physical Activity,"Corequisite: Any physical activity course, e.g., KNES 100-190; or permission of SPHL-Kinesiology department.
Restriction: Must be in a major in SPHL-School of Public Health.
Credit only granted for: KNES200 or KNES201.",202005,Kinesiology,Steven Kahl,40
KNES161T,Physical Education Activities: Coed; Yoga (Beginning),Attendance is required beginning the first day of class. Students must pay $40 instructional materials fee.,202005,Kinesiology,Kate Shin,35
KNES355,Sport Management,"Prerequisite: Minimum grade of C- in KNES287.
Restriction: Must be in a major within the SPHL-Kinesiology department; and must have earned a minimum of 75 credits.
Credit only granted for: KNES355 or KNES498M.",202005,Kinesiology,Stephen McDaniel,30
KNES334,Adapted Physical Activity: Empowering People with Disabilities to Lead a Healthy and Active Lifestyle.,"Credit only granted for: KNES498L or KNES334.
Formerly: KNES498L.",202005,Kinesiology,Ana Palla-Kane,30
KNES898,Pre-Candidacy Research,,202005,Kinesiology,Shannon Jette,40
KNES498,Special Topics in Kinesiology; Special Topics in Kinesiology,,202005,Kinesiology,,0
KNES146F,Physical Education Activities: Coed; Recreational SCUBA (Beginner),Prerequisite: Basic swimming ability. Attendance on the first day of class is required of all students. Students must pay a $40 instructional materials fee. Students will also be expected to pass a medical examination; details can be obtained by the instructor in advance of class.,202005,Kinesiology,Joshua Dykman,8
KNES899,Doctoral Dissertation Research,,202005,Kinesiology,,0
KNES289,Topical Investigations,,202005,Kinesiology,,0
KNES137N,Physical Education Activities: Coed; Golf (Beginning),Attendance is required beginning the first day of class. Students must pay a $40 instructional materials fee.,202005,Kinesiology,Jeff Maynor,12
KNES293,History of Sport in America,"The growth and development of sport in America. The transformation of sport within the perspective of American history, including class sport, professionalization, amateurism, and international involvement.",202005,Kinesiology,Brandon Wallace,75
KNES131V,Physical Education Activities: Coed; Beginning Jogging,Attendance is required beginning the first day of class. Students must pay $40 instructional materials fee.,202005,Kinesiology,Andrew Ginsberg; Andrea Romeo,75
KNES300,Biomechanics of Human Motion,"Prerequisite: Minimum grade of C- in BSCI201. And 1 course with a minimum grade of C- from (MATH112, MATH113, MATH115); or (must have completed one General Education: Fundamental Studies-Math course with a minimum grade of C-; and must have math eligibility of MATH140 or higher).
Recommended: PHYS121.
Restriction: Must be in a major within SPHL-Kinesiology department.",202005,Kinesiology,Hossein Ehsani,36
KNES402,Biomechanics of Sport,"Prerequisite: Minimum grade of C- in KNES300.
Restriction: Must be in a major within the SPHL-Kinesiology department; and must have earned a minimum of 75 credits.",202005,Kinesiology,Ross Miller,32
KNES389K,Topical Investigations; Kinesiological Sciences Internship,Prerequisite: KNES major and relevant KNES major classes.,202005,Kinesiology,,0
KNES789,Advanced Projects in Kinesiology,,202005,Kinesiology,,0
KNES360,Physiology of Exercise,"Prerequisite: Minimum grade of C- in BSCI202 and BSCI201; or permission of SPHL-Kinesiology department.
Restriction: Must be in one of the following programs (Kinesiology; Public Health Science).",202005,Kinesiology,Sushant Ranadive,36
KNES161N,Physical Education Activities: Coed; Conditioning (beginning),Attendance (via ELMS response) is required of all students beginning the first day of class. Students must pay a $40 instructional materials fee. Students will be expected to complete 3-4 exercise sessions and post workout results on ELMS each week.,202005,Kinesiology,Timothy Henkel; Monica Nelson,50
KNES462,Neural Basis of Human Movement,"Prerequisite: Minimum grade of C- in BSCI201, BSCI202, and KNES385; or permission of SPHL-Kinesiology department.
Restriction: Must have earned a minimum of 75 credits.",202005,Kinesiology,Rodolphe Gentili,45
KNES287,Sport and American Society,"Sport will be related to such social problems as delinquency, segregation, collective behavior, and leisure; to social processes such as socialization, stratification, mobility, and social control; and to those familiar social institutions the family, the school, the church, the military, the economy, the polity, and the mass media.",202005,Kinesiology,David Andrews,75
KNES497,Kinesiology Senior Seminar,"Prerequisite: A professional writing course with a minimum grade of C-; and must have completed 6 KNES core courses and 2 KNES option courses, all with a C- or higher; and must have completed STAT100 with a C- or better.
Restriction: Senior standing or higher; and must be in Kinesiology program; and permission of department.",202005,Kinesiology,Joanne Klossner; Ronald Mower,15
KNES799,Master's Thesis Research,,202005,Kinesiology,,0
KNES405,Principles & Techniques of Manual Muscle Testing,"Prerequisite: Minimum grade of C- in BSCI201 and BSCI202; and 1 course with a minimum grade of C- from Kinesiology core courses at the 300-level or higher.
Additional information: This course emphasizes hands-on application of skills. Course participation is critical.",202005,Kinesiology,Joanne Klossner,20
KNES385,Motor Control and Learning,Restriction: Must be in a major within SPHL-Kinesiology department.,202005,Kinesiology,Rodolphe Gentili,50
KNES350,The Psychology of Sports & Exercise,"An exploration of personality factors, including but not limited to motivation, aggression and emotion, as they affect sports participation and motor skill performance.",202005,Kinesiology,J Carson Smith,75
KNES370,Motor Development,Restriction: Must be in a major within SPHL-Kinesiology department.,202005,Kinesiology,Tim Kiemel,50
KNES389,Topical Investigations,,202005,Kinesiology,,0
LARC160,Introduction to Landscape Architecture and Environmental Design,"History, theory, philosophy and current practice of the profession of landscape architecture. Explores the interactive relationship between humans and their environment by examining people's perceptions of and changing attitude towards the landscape, as well as, an examination of how these are related to ecological and cultural influences. Topics include urban, ecological, community and creative design.",202005,Landscape Architecture,Colleen Vacelet,60
LARC489O,Special Topics in Landscape Architecture; Computer-Aided Design and Drafting (CADD): Urban Construction,,202005,Landscape Architecture,Kelley Oklesson,20
LARC263,History of Landscape Architecture,"A survey of landscape architecture history from the ancient Western civilizations to the twentieth century with consideration of parallel developments in the Eastern World, European Africa and the Americas.",202005,Landscape Architecture,Caren Yglesias,20
LARC799,Master's Thesis Research,,202005,Landscape Architecture,,0
LARC151,Urban Agriculture: Designing and Assessing Edible Landscapes,"Students will examine the growing development of urban agriculture and edible landscapes. Urban agriculture has seen a recent growth and interest in cities across the globe. From Paris to New York, from Baltimore to Detroit, urban agriculture is an emerging land use to address a variety of needs. Redevelopment, food deserts, community engagement and environmental justice are just some of the issues and topics that are connected to the recent growth of urban agriculture. This course will take a critical examination of urban agriculture's contribution to the food system, its input and outputs in the urban landscape, and the planning and design of urban agriculture and edible landscapes.",202005,Landscape Architecture,Amy Sametshaw; Eric Samet-Shaw,60
LARC152,"Greening Cities: Who Wins, Who Loses, and Who Cares?","Credit only granted for: LARC152 or PLSC289I.
Formerly: PLSC289I.",202005,Landscape Architecture,David Myers,20
LARC162,"Environmental Justice: Same World, Different Built Environment","Environmental Justice will be explored in the context of the built environment. What unequal public built environmental threats exist? How can these threats be prevented or eliminated? Public schools, public parks, access to clean water, air pollution, tree coverage are among the built environments examined in the course.",202005,Landscape Architecture,Dora Cortez; Byoung-Suk Kweon,20
LARC499,Independent Studies in Landscape Architecture,,202005,Landscape Architecture,,0
CMSC320,Introduction to Data Science,"Prerequisite: Minimum grade of C- in CMSC216 and CMSC250.
Restriction: Permission of CMNS-Computer Science department.
Credit only granted for: STAT426 or CMSC320.",202005,Computer Science,Kyungjin Yoo,45
CMSC799,Master's Thesis Research,,202005,Computer Science,,0
CMSC389N,Special Topics in Computer Science; Introduction to PHP and Javascript,"Prerequisite: Minimum grade of C- in CMSC250 and CMSC216; and permission of CMNS-Computer Science department.

Questions about the course should be directed to Andrej Rasevic at arasevic@cs.umd.edu.",202005,Computer Science,Anwar Mamat,60
CMSC330,Organization of Programming Languages,"Prerequisite: Minimum grade of C- in CMSC250 and CMSC216.
Restriction: Must be in a major within the CMNS-Computer Science department; or must be in the Computer Science Minor program; or must be in Engineering: Computer program.",202005,Computer Science,Anwar Mamat,100
CMSC131,Object-Oriented Programming I,Corequisite: MATH140.,202005,Computer Science,Fawzi Emad,72
CMSC198R,Special Topics in Computer Science for Non-Majors; Introduction to Web Programming using HTML/JavaScript,,202005,Computer Science,Nelson Padua-Perez,62
CMSC351,Algorithms,"Prerequisite: Minimum grade of C- in CMSC250 and CMSC216.
Restriction: Must be in a major within the CMNS-Computer Science department; or must be in Engineering: Computer program; or must be in the Computer Science Minor program.
Credit only granted for: CMSC251 or CMSC351.
Additional information: CMSC351 may not count as one of the required upper level CMSC courses for students who are required to have 24 upper level CMSC credits for graduation, i.e. for students who became computer science majors prior to Fall, 2002.",202005,Computer Science,Clyde Kruskal,73
CMSC488A,Special Topics in Computer Science; Quantum Boot Camp,"Prerequisites: MATH141 and either MATH240 or PHYS274; or equivalent course work. Cross-listed with PHYS499F, CHPH499F, and ENEE489F. Credit granted for PHYS499F, CMSC488A, CHPH499F, or ENEE489F.

Designed for computer science, engineering and mathematics majors. Introduces basic concepts and techniques widely used in quantum information science.",202005,Computer Science,Charles Clark,40
CMSC798,Master's Non-Thesis Research,,202005,Computer Science,,0
CMSC216,Introduction to Computer Systems,"Prerequisite: Minimum grade of C- in CMSC132; and minimum grade of C- in MATH141.
Restriction: Must be in a major within the CMNS-Computer Science department; or must be in Engineering: Computer program; or must be in the Computer Science Minor program.",202005,Computer Science,Nelson Padua-Perez,170
CMSC411,Computer Systems Architecture,"Prerequisite: Minimum grade of C- in CMSC330; or must be in the (Computer Science (Doctoral), Computer Science (Master's)) program.
Restriction: Permission of CMNS-Computer Science department.
Credit only granted for: ENEE446 or CMSC411.",202005,Computer Science,Ilchul Yoon,80
CMSC132,Object-Oriented Programming II,Prerequisite: Minimum grade of C- in CMSC131; or must have earned a score of 5 on the A Java AP exam; or must have earned a satisfactory score on the departmental placement exam. And minimum grade of C- in MATH140.,202005,Computer Science,Anwar Mamat,130
CMSC420,Advanced Data Structures,"Prerequisite: Minimum grade of C- in CMSC351 and CMSC330; and permission of CMNS-Computer Science department. Or must be in the (Computer Science (Doctoral), Computer Science (Master's)) program.",202005,Computer Science,Michael Marsh,115
CMSC898,Pre-Candidacy Research,,202005,Computer Science,,0
CMSC899,Doctoral Dissertation Research,,202005,Computer Science,,0
CMSC250,Discrete Structures,"Prerequisite: Minimum grade of C- in CMSC131; and minimum grade of C- in MATH141.
Restriction: Must be in a major within the CMNS-Computer Science department; or must be in Engineering: Computer program; or must be in the Computer Science Minor program.
Formerly: CMSC150.",202005,Computer Science,David Sekora,66
CLFS609J,Special Topics; Evolutionary Biology,,202005,Chemical and Life Sciences,Alina Avanesyan,20
CLFS608A,Seminar in Current Topics in Chemical and Life Science; Independent Research,Contact the Office of Extended Studies (oes@umd.edu) to register.,202005,Chemical and Life Sciences,,0
CLFS725,Experimental Design,"Credit only granted for: LFSC710, LFSC719, or LFSC725.
Formerly: LFSC719.",202005,Chemical and Life Sciences,Bretton Kent,35
CLFS660,Biodiversity and Conservation Biology,Application of ecological and evolutionary principles to assess the impact of the human species on the environment and its inhabitants. Specific case studies are included to illustrate problems of bidiversityloss and actions required to reverse the trends.,202005,Chemical and Life Sciences,Marcia Shofner,35
CLFS655,The Chemistry and Applications of Electrochemical Cells,"Chemistry of electrochemical cells including the thermodynamic basis for the production of electrical energy by cells, the chemical reactions utilized by the most common cells, the manufacture of cells, and the application of cells in energy production.",202005,Chemical and Life Sciences,Marjan Alaghmand,35
CLFS608,Seminar in Current Topics in Chemical and Life Science; Scholarly Paper,Contact Dr. Brett Kent (bkent@umd.edu) to establish a mentor; and then contact the Office of Extended Studies (oes@umd.edu) to register.,202005,Chemical and Life Sciences,,0
CLFS609E,Special Topics; Immunology,,202005,Chemical and Life Sciences,Kenneth Frauwirth,35
BCHM463,Biochemistry of Physiology,"Prerequisite: Minimum grade of C- in CHEM271 and CHEM272; or minimum grade of C- in CHEM276 and CHEM277.
Credit only granted for: BCHM461, BCHM462 or BCHM463.",202005,Biochemistry,Amanda Schech,55
BCHM462,Biochemistry II,"Prerequisite: Minimum grade of C- in BCHM461.
Credit only granted for: BCHM462 or BCHM463.",202005,Biochemistry,Douglas Julin,50
BCHM799,Master's Thesis Research,,202005,Biochemistry,,0
BCHM699,Special Problems in Biochemistry,,202005,Biochemistry,,0
BCHM461,Biochemistry I,"Prerequisite: Minimum grade of C- in CHEM271 and CHEM272; or minimum grade of C- in CHEM276 and CHEM277.
Credit only granted for: BCHM461 or BCHM463.",202005,Biochemistry,Paul Paukstelis,100
BCHM898,Pre-Candidacy Research,,202005,Biochemistry,,0
BCHM899,Doctoral Dissertation Research,,202005,Biochemistry,,0
ARHU298J,Special Problems in Arts and Humanities; Creative Writing Workshop,"Students will read great poems and stories from across cultures and engage in related writing exercises. Students will share their own original writing in a supportive workshop setting, discover new approaches to revision.",202005,Arts and Humanities,Vivianne Salgado; Jacqueline Mueck,17
ARHU386,Experiential Learning,"Prerequisite: Permission of ARHU-College of Arts & Humanities.
Restriction: Junior standing or higher.",202005,Arts and Humanities,Paula Nadler; Susan Miller,45
ARHU489,Advanced Internship Practicum in ARHU,,202005,Arts and Humanities,Paula Nadler,20
ARHU338,Undergraduate Teaching Assistantship in a Living Learning Program,,202005,Arts and Humanities,Vivianne Salgado,10
ARHU286,Experiential Learning,"Prerequisite: Permission of ARHU-College of Arts & Humanities.
Restriction: Minimum cumulative GPA of 2.5; and must be in a major or minor in ARHU - College of Arts and Humanities; and must have earned a minimum of 12 credits; and must not have earned more than 60 credits.",202005,Arts and Humanities,Paula Nadler,20
ARHU458,Graduate School Preparation,"Designed for Juniors and Seniors who are interested in applying to graduate school. Topics include skills needed for the graduate school search and application process, evaluation and reflection of application materials, preparation for GRE exam, and exploration into career options after graduate school. Focus on the Humanities fields.",202005,Arts and Humanities,Amanda Bachert,30
ARHU486,Internship Practicum in Arts and Humanities,"Prerequisite: Have completed previous internship at U of MD.
Restriction: Must be in a major in ARHU-College of Arts & Humanities; and permission of ARHU-College of Arts & Humanities; and minimum cumulative GPA of 2.5; and must have earned a minimum of 60 credits; and completed 12 credits at U of MD.",202005,Arts and Humanities,Paula Nadler,35
BMGT899,Doctoral Dissertation Research,Contact Graduate Program Director to make arrangements.,202005,Business and Management,,0
BMGT495,Strategic Management,"A case-based course where students learn to play the role of the ""strategic manager"" who defines the scope of its business operations and, within the chosen scope, how the firm will compete against rivals. This course focuses on how a firm can both formulate effective business-level and corporate-level strategies to achieve competitive advantage and earn above average profits.",202005,Business and Management,Yuheng Ding,42
BMGT380,Business Law I,"Legal aspects of business relationships. Examination of torts and business crimes, contracts and agency. The law of personal property and bailment relationships. Survey of public policy issues.",202005,Business and Management,Jon Crocker,65
BMGT230,Business Statistics,"Prerequisite: MATH113 or MATH115; or must have math eligibility of MATH120 or higher.
Restriction: Must not have completed ENCE302, ENME392, STAT400, BMGT231, or ENEE324.
Credit only granted for: BIOM301, BMGT230, CCJS200, ECON230, ECON321, EDMS451, GEOG306, GEOL351, GVPT422, INST314, JOUR405, PSYC200 or SOCY201. (These courses do not necessarily meet the same major requirements-check with your advisor to see which of these courses will count for your major).",202005,Business and Management,Shubham Akshat; Huan Cao,75
BMGT898,Pre-Candidacy Research,,202005,Business and Management,,0
BMGT372,Introduction to Logistics and Supply Chain Management,"Supply chain management involves the coordination of suppliers, manufacturers, distributors, and retailers to ensure that products and services are available to the final consumer in a timely and cost-effective fashion. Logistics management is the subset of supply chain management dealing with the physical flows of product and includes such activities as transportation management, warehousing, materials handling, inventory management, and order fulfillment. Attention is paid to the logistics cost trade-offs within the firm and between members of the supply chain.",202005,Business and Management,Hugh Turner,40
BMGT364,Managing People and Organizations,"An introduction to selected aspects of human behavior in organizations generally known as organizational behavior (OB). This course is designed to help students develop systematic and fundamental understanding of people and their behaviors in organizations, as well as useful abilities and skills required to effectively and ethically manage various individual, interpersonal, group, and organization-level processes.",202005,Business and Management,Nicole Coomber,52
BMGT220,Principles of Accounting I,Basic theory and techniques of contemporary financial accounting. Includes the accounting cycle and the preparation of financial statements for single owner and partnership forms of business organizations operating as service companies or merchandisers.,202005,Business and Management,Laurel Mazur,44
BMGT373,Supply Chain Management Internship,"Prerequisite: BMGT370 or BMGT372.
Restriction: Permission of BMGT-Robert H. Smith School of Business.",202005,Business and Management,Hyosoo Park,25
BMGT099,Internship Seminar,,202005,Business and Management,Moneca Clyburn,100
BMGT386,General Business Internship,Restriction: Permission of BMGT-Robert H. Smith School of Business; and must be in a major in BMGT-Robert H. Smith School of Business.,202005,Business and Management,Hao Su; Laharish Guntuka,40
BMGT289I,Why Good Managers Make Bad Decisions,"This course provides an overview of the concepts, approaches, and vocabulary of evidence-based management (EBM) and provides an understanding of how experts in many disciplines can employ evidenced based decision making. EBM is an emerging movement in business to explicitly use the current best information in management decision making with special emphasis on relevant scientific findings and unbiased organizational facts. The course stresses how individuals practicing EBM learn how to rethink their approaches to data and knowledge in order to make more effective decisions.",202005,Business and Management,Jeff Miller,40
BMGT289J,Exploring Leadership: Are Hidden Forces at Work?,,202005,Business and Management,Mark Wellman; Roy Thomason,40
BMGT110,Introduction to the Business Value Chain,"Students are provided with an introduction to the business value chain with an emphasis on inter-organizational and intra-organizational coordination of core business processes. Emphasis is on cross-functional integration and the efficient and effective management of core processes with an emphasis on marketing, operations and supply chain management.",202005,Business and Management,Hugh Turner,45
BMGT350,Marketing Principles and Organization,Recommended: ECON200.,202005,Business and Management,Roxanne Lefkoff,40
BMGT198B,Special Topics in Business and Management; The Intentional Self,"Cross-listed with GVPT289C and SOCY298B. Credit granted for BMGT198B, GVPT289C, or SOCY298B.",202005,Business and Management,Sarah Wolek,40
BMGT326,Accounting Systems,Prerequisite: BMGT221; and (BMGT201 or BMGT301).,202005,Business and Management,Ariel Rava,40
BMGT310,Intermediate Accounting I,Prerequisite: BMGT221.,202005,Business and Management,Instructor: TBA,40
BMGT828,Independent Study in Business and Management,By permission only of the Graduate Director.,202005,Business and Management,,0
BMGT340,Business Finance,Prerequisite: BMGT220; and (BMGT231 or BMGT230).,202005,Business and Management,Michael Padhi,55
BMGT357,Retailing and Marketing Internship,"Prerequisite: BMGT350.
Restriction: Permission of BMGT-Robert H. Smith School of Business; and must be in a major in BMGT-Robert H. Smith School of Business.",202005,Business and Management,Mary Harms,25
BMGT398,Individual Study in Business and Management,,202005,Business and Management,,0
SLLC386,Experiential Learning,"Prerequisite: Learning Proposal approved by the Office of Experiential Learning Programs, faculty sponsor and the student's internship sponsor.
Restriction: Junior standing or higher.",202005,"School of Languages, Literatures and Cultures",Regina Igel,2
SLLC368A,Special Topics in Film Studies I; Disney without Disney: The Afterlives of Children's Media Icons,Cross-listed with FILM319B. Credit only granted for: SLLC368A or FILM319B.,202005,"School of Languages, Literatures and Cultures",Paul Cote,30
SLLC368T,Special Topics in Film Studies I; Sports in Film,Cross-listed with FILM329T. Credit only granted for: FILM329T or SLLC368T.,202005,"School of Languages, Literatures and Cultures",Daniel Richter,30
SLLC368M,Special Topics in Film Studies I; Global Film Censorship from the Cold War to the Digital Age,"Cross-listed with FILM329M. Credit only granted for: FILM329M or SLLC368M.

This online course will consider the global censorship of features films and other moving images (including animations, online videos, and art gallery projections) since 1945 to the present day. These films and moving images, censored, challenged, or banned on political, social, sexual, religious grounds, and for violent contents, will provide fascinating material to consider the relationship between culture and politics, morality, and ideology.",202005,"School of Languages, Literatures and Cultures",Jason Kuo,30
SLLC342,Film Comedy,"Prerequisite: ENGL245, FILM245, SLLC283, or FILM283; or permission of ARHU-School of Languages, Literatures, and Cultures department.
Also offered as: FILM342.
Credit only granted for: SLLC342, FILM342, or SLLC368B.
Formerly: SLLC368B.",202005,"School of Languages, Literatures and Cultures",Luka Arsenjuk,30
SLLC368I,Special Topics in Film Studies I; The Cinema of the Coen Brothers,Cross-listed with FILM359I. Credit only granted for: FILM359I or SLLC368I.,202005,"School of Languages, Literatures and Cultures",Luka Arsenjuk,30
